"id1","teilplan","kategorie","unterkategorie","stand","beschriftung","bemerkungen","oeffentlicheauflage_behoerde","oeffentlicheauflage_datum","oeffentlicheauflage_nummer","festsetzung_behoerde","festsetzung_behoerde_gewalt","festsetzung_datum","festsetzung_nummer","genehmigung_behoerde","genehmigung_datum","genehmigung_nummer","rechtsstatus","objectid","geometry"
"4257","Fuss","Fussverbindung","","geplant","A78","","TAZ","","","","","","","","","","Öffentliche Auflage","2501","LINESTRING (2678230.5 1248723,2677919.2 1248996.2)"
"2633","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2508","LINESTRING (2678390.5 1248417.6,2678391.8 1248416.4,2678377.8 1248404.9,2678430.5 1248349.5)"
"2634","Fuss","Fussverbindung","","geplant","A54","","","","","","","","","","","","Öffentliche Auflage","2509","LINESTRING (2679240.5 1248727.5,2679322.2 1248685.9,2679591.5 1248471.9)"
"2635","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2510","LINESTRING (2679883.5 1248260.4,2679799 1248159.2)"
"2637","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2512","LINESTRING (2680198.5 1248524.6,2680196.2 1248526.2,2680141.5 1248561.1)"
"2640","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2515","LINESTRING (2681195.2 1247100.1,2681127.2 1247018.4,2681044 1246934,2681043.8 1246933.8)"
"2948","Fuss","Fussverbindung","","bestehend","","","","","","","","","","","","","Öffentliche Auflage","2516","LINESTRING (2679968.2 1245845,2679973 1245824.2,2679966.5 1245793.8,2679950.5 1245760.1,2679937.8 1245720,2679936.2 1245691.1,2679941 1245651.1,2679953.8 1245617.4,2679965 1245593.4,2679950.5 1245562.9,2679897.8 1245495.6,2679856 1245426.6,2679841.5 1245383.4,2679828.8 1245332,2679819.2 1245284,2679812.8 1245234.2,2679809.5 1245155.8,2679806.2 1245104.4,2679814.2 1245053.1,2679820.8 1244992.1,2679824 1244947.2,2679833.5 1244872,2679862.5 1244825.5,2679897.8 1244761.4,2679937.8 1244695.6,2679941 1244644.2,2679949 1244577,2679941 1244492)"
"4246","Velo","Veloroute","","bestehend","","","TAZ","","","","","","","","","","Öffentliche Auflage","2564","LINESTRING (2681459.5 1247538.6,2681449 1247541.8,2681406.5 1247591.4,2681407.2 1247598.6)"
"2592","OEV","Dienstroute Bus","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2575","LINESTRING (2680603 1248597.4,2680413.8 1248374.8,2680179.8 1248129.1,2680136 1248079,2680048.5 1247961.9)"
"2606","OEV","Umleitungsroute Bus","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2589","LINESTRING (2679612.5 1248866.1,2679696 1249020.5)"
"2607","OEV","Umleitungsroute Bus","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2590","LINESTRING (2679281.8 1249132.4,2679303.8 1249217.4)"
"2610","OEV","Umleitungsroute Bus","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2593","LINESTRING (2679163.5 1247720.1,2679180.2 1247657,2679194.5 1247636.5,2679145.5 1247600.5,2679134 1247581.1,2679122.2 1247563.1,2679116 1247545.1,2679112 1247528.4,2679103 1247507.9,2679080 1247478.2,2679051.5 1247441)"
"86","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","20","LINESTRING (2680675.8 1249629.8,2680712.5 1249608,2680988.8 1249587.4,2681039.8 1249582.5,2681163.5 1249544.5)"
"135","Velo","Veloroute","","geplant","18","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","38","LINESTRING (2679358.2 1249446,2679526.8 1249392.4)"
"138","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","41","LINESTRING (2679241.2 1248963.9,2679402.8 1248912.9)"
"139","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","42","LINESTRING (2680014.8 1248414.1,2679905.5 1248487.9,2679846.8 1248524)"
"145","Velo","Veloroute","","geplant","43","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","48","LINESTRING (2680914 1249362.5,2680879.2 1249291,2680900 1249249.4,2680928 1249238.1,2680968.2 1249204.2,2680975.8 1249191.9)"
"102","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","70","LINESTRING (2682640.5 1248428.2,2682688.2 1248472.9,2682757.2 1248534.5)"
"103","Velo","Veloroute","","geplant","40","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","71","LINESTRING (2682817 1248590.6,2682889.5 1248655)"
"4","Velo","Veloroute","","geplant","31","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","104","LINESTRING (2679846.8 1248524,2679808.5 1248547.5,2679775.8 1248569.6,2679750.8 1248604.6,2679745.2 1248639.5,2679719.5 1248667.2)"
"5","Velo","Veloroute","","geplant","17","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","105","LINESTRING (2680022 1249376.2,2680029.5 1249434.9,2680016.2 1249569.4,2680022 1249570.4)"
"66","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","166","LINESTRING (2679619.2 1248514.4,2679719.5 1248667.2,2679790.5 1248775.4)"
"291","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","187","LINESTRING (2680509 1248481.8,2680766.5 1248327.8,2680752.5 1248305.4)"
"375","Velo","Veloroute","","geplant","15","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","207","LINESTRING (2681061 1249012.4,2681060.8 1249012.5,2680896.5 1249103.8,2680882.5 1249113.6,2680854.5 1249134,2680832.2 1249143,2680768.5 1249165.9,2680727 1249180.6,2680657 1249195.2,2680581.8 1249218.9,2680453 1249274,2680425.5 1249286,2680420.8 1249293.5,2680419.5 1249304.4,2680427.5 1249323.4,2680435.8 1249336.1,2680437.8 1249343,2680436.8 1249348.5,2680425 1249360.1,2680410 1249378.4,2680369.5 1249407.9,2680339 1249423.1,2680278.2 1249448.1,2680180.8 1249485.1,2680161 1249494.6,2680024.5 1249552,2680013.2 1249560.9,2680009.2 1249569)"
"376","Velo","Veloroute","","geplant","16","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","208","LINESTRING (2680339.8 1249626.1,2680342.5 1249626.6,2680439.5 1249690.6,2680540.2 1249772.8)"
"307","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","254","LINESTRING (2682745 1248308.2,2682807.2 1248375.9)"
"308","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","255","LINESTRING (2682542.8 1249573.9,2682601.8 1249621,2682623.8 1249636.8,2682661 1249664.1,2682686.8 1249685.5,2682717.2 1249714.8)"
"309","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","256","LINESTRING (2682473.2 1249532.2,2682534.5 1249584.6)"
"310","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","257","LINESTRING (2682713.2 1249207.9,2682745.5 1249213.8,2682773.5 1249222.5,2682794 1249232.9,2682819 1249250.5)"
"311","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","258","LINESTRING (2682423.8 1249718.5,2682411.8 1249709,2682400.5 1249690.5,2682394 1249665.8,2682392.2 1249653.1,2682392.8 1249635.6,2682405.2 1249610,2682473.2 1249532.2,2682572.2 1249415.1,2682656 1249319.5,2682690.2 1249279.2,2682700.5 1249261.8,2682706 1249246,2682713.2 1249207.9,2682715.8 1249198)"
"312","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","259","LINESTRING (2683211.2 1248680.9,2683164.5 1248691.1,2683147.8 1248694.2,2683139 1248699,2683116 1248736,2683067.5 1248818.2,2683027.8 1248884.5,2682941.8 1249067.2,2682881.8 1249172.6)"
"313","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","260","LINESTRING (2682875.5 1249524.4,2683007.2 1249373.9,2683066.5 1249308.8,2683088.2 1249296.9)"
"314","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","261","LINESTRING (2683119.8 1249143.2,2683135.2 1249140.9,2683187.5 1249141.6,2683204.2 1249152,2683212.8 1249172.5,2683213 1249173.6)"
"316","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","263","LINESTRING (2682778.5 1249039.5,2682809.5 1249026,2682941.8 1249067.2,2682945 1249069.1)"
"317","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","264","LINESTRING (2681167.5 1248947.9,2681244.8 1249094.6,2681322 1249226.4)"
"318","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","265","LINESTRING (2682078.5 1249076,2682186.8 1249129.6)"
"319","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","266","LINESTRING (2682217.5 1248654,2682276.8 1248621.9)"
"346","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","293","LINESTRING (2680701.8 1248711.9,2680787 1248659.5,2680903 1248588.4,2681093 1248471.8,2681096.5 1248477.2)"
"357","Velo","Veloroute","","geplant","40","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","304","LINESTRING (2682757.2 1248534.5,2682814.2 1248588.1,2682817 1248590.6)"
"176","Velo","Veloroute","","geplant","37","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","321","LINESTRING (2679526.8 1249392.4,2679605.2 1249361.6)"
"177","Velo","Veloroute","","geplant","19","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","322","LINESTRING (2679741.2 1249308.2,2680013.5 1249186.6)"
"183","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","328","LINESTRING (2681094 1248471.9,2681181.5 1248419.4,2681182.2 1248418.4)"
"196","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","341","LINESTRING (2682171.8 1248805.4,2682195.8 1248704.8,2682207.5 1248678.6,2682217.8 1248654.1)"
"197","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","342","LINESTRING (2682585.2 1248371.5,2682637.5 1248425.5,2682640.5 1248428.2)"
"198","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","343","LINESTRING (2681322 1249226.4,2681367.5 1249309.5,2681399.2 1249387.1,2681500 1249574.6)"
"199","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","344","LINESTRING (2680539.5 1249773,2680658.8 1249639.8,2680675.8 1249629.8)"
"200","Velo","Veloroute","","geplant","13","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","345","LINESTRING (2681968.2 1248805.6,2681890 1248806.9,2681766.5 1248787.8,2681729.8 1248782.5)"
"201","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","346","LINESTRING (2681450.5 1248841.9,2681447.2 1248842.9,2681234.8 1248916.6,2681167.5 1248948.1,2681061 1249012.4)"
"213","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","357","LINESTRING (2683213 1249173.6,2683216.2 1249195.2,2683228.8 1249200.4,2683252.8 1249203.9,2683277.2 1249208.8,2683313 1249229.9,2683335.5 1249241.9)"
"222","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","366","LINESTRING (2681584.2 1249678.4,2681584 1249677.9,2681571.5 1249603.2,2681552.2 1249549.2)"
"226","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","370","LINESTRING (2682715.8 1249198,2682718 1249190,2682725 1249151.5,2682734.2 1249118.4,2682742.8 1249088.8,2682748.5 1249072.9,2682756 1249059,2682766 1249048.2,2682778.5 1249039.5)"
"248","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","392","LINESTRING (2681037.2 1249583.6,2681095 1249734.4)"
"255","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","399","LINESTRING (2683027.8 1248884.5,2683149.8 1248918.6)"
"256","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","400","LINESTRING (2683340 1248882.5,2683285.5 1248858.8,2683271.8 1248881.5,2683264.2 1248889.2,2683250.8 1248892.9,2683238 1248891.8,2683200.8 1248965,2683161.5 1249050.8,2683160 1249053.5,2683159.8 1249053.6,2683159.8 1249053.6,2683157 1249062.6,2683119.8 1249143.2)"
"267","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","411","LINESTRING (2682881.8 1249172.6,2682877.8 1249180,2682860.2 1249207.9,2682819 1249250.5,2682542.8 1249573.9,2682534.5 1249584.6,2682431 1249706.1,2682423.8 1249718.5,2682416 1249731.2)"
"601","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","446","LINESTRING (2682582.8 1248917.4,2682675.5 1249031.5)"
"613","Velo","Veloroute","","geplant","13","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","458","LINESTRING (2681729.8 1248782.5,2681715.2 1248780.4,2681668.2 1248784.8,2681596 1248793.6,2681472.8 1248834.8,2681450.5 1248841.9)"
"614","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","459","LINESTRING (2681461 1249260.2,2681527 1249225.5,2681649 1249159.9)"
"615","Velo","Veloroute","","geplant","12","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","460","LINESTRING (2682889.5 1248655,2682902.8 1248666.9,2683003.5 1248782.9)"
"616","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","461","LINESTRING (2682945 1249069.1,2683109.5 1249159.1)"
"619","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","464","LINESTRING (2682392.8 1248796.2,2682444.5 1248866)"
"453","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","514","LINESTRING (2683132.2 1249447.4,2683132.8 1249420.2,2683153.8 1249360,2683204.2 1249210.8,2683212.8 1249172.5,2683217.5 1249152,2683226.2 1249125.5,2683280 1249010.9)"
"488","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","549","LINESTRING (2681772.5 1248923.6,2681800.5 1248950.2,2681833 1248972.2,2681887.5 1249001.6)"
"495","Velo","Veloroute","","geplant","42","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","556","LINESTRING (2681234.8 1248916.2,2681284.8 1248913.6,2681288.5 1248914.1,2681374.2 1248942.4,2681410 1248957,2681497.8 1248993.1,2681560.5 1249020.5)"
"500","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","561","LINESTRING (2683200.8 1248965,2683147 1248936.1)"
"501","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","562","LINESTRING (2681613.5 1249771.8,2681584.2 1249678.4)"
"544","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","605","LINESTRING (2682726.8 1248984,2682675.5 1249031.5,2682610.8 1249093.6,2682580.2 1249115.2,2682541.2 1249143.1,2682491 1249162.5,2682438 1249173.2,2682382 1249180.9,2682332.5 1249179.9,2682278 1249168.1,2682228.2 1249152,2682186.8 1249129.6)"
"545","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","606","LINESTRING (2682444.5 1248866,2682540 1248957.8)"
"554","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","615","LINESTRING (2681887.5 1249001.6,2681938 1249026.5,2682001 1249055.1,2682057.5 1249086.8)"
"556","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","617","LINESTRING (2682914.2 1248479.8,2682985.8 1248547.9,2682986.5 1248545.5)"
"557","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","618","LINESTRING (2682855.5 1248427.4,2682914.2 1248479.8)"
"558","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","619","LINESTRING (2682807.2 1248375.9,2682855.5 1248427.4)"
"559","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","620","LINESTRING (2682186.8 1249129.6,2682183.5 1249090.4,2682176.8 1249031.5,2682176 1249006.9,2682171.2 1248956,2682167 1248888.9,2682171.8 1248805.4)"
"560","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","621","LINESTRING (2682276.8 1248621.9,2682330.2 1248707.9)"
"561","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","622","LINESTRING (2682330.2 1248707.9,2682392.8 1248796.2)"
"735","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","646","LINESTRING (2681182.2 1248418.4,2681197 1248396,2681222.5 1248392.1,2681261.2 1248413.5,2681310 1248421.2)"
"736","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","647","LINESTRING (2681238 1248505.9,2681269.8 1248494.9,2681299.2 1248474.1)"
"737","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","648","LINESTRING (2681096.5 1248477.2,2681135.2 1248536.8,2681171.5 1248550.8,2681206.5 1248530.2,2681233 1248507.5,2681238 1248505.9)"
"825","Velo","Veloroute","","geplant","41","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","667","LINESTRING (2682280.2 1249401.2,2682307.8 1249475.9,2682344.2 1249467.9)"
"826","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","668","LINESTRING (2682344.2 1249467.9,2682405.2 1249610)"
"827","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","669","LINESTRING (2682792.5 1248940,2682803 1248969.4,2682790.5 1248999.6,2682771.2 1249010.8,2682778.5 1249039.5)"
"829","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","671","LINESTRING (2681322 1249226.4,2681410 1248957,2681447.2 1248842.6)"
"853","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","695","LINESTRING (2679872.8 1248941,2679875.2 1248945.9,2679917.5 1249031.5,2679932.8 1249070.2)"
"854","Velo","Veloroute","","geplant","17","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","696","LINESTRING (2679931.8 1249145.4,2679930.5 1249154.9,2679979.5 1249254.4,2680017.5 1249341.6,2680022 1249376.2)"
"855","Velo","Veloroute","","geplant","19","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","697","LINESTRING (2680013.5 1249186.6,2680013.8 1249186.5,2680423.8 1249014.6,2680798.2 1248854.1,2681125 1248720.9,2681325.8 1248651.8,2681617 1248517.1,2681722.8 1248424.5,2681642.2 1248292.5)"
"856","Velo","Veloroute","","geplant","37","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","698","LINESTRING (2679605.2 1249361.6,2679741.2 1249308.2)"
"873","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","715","LINESTRING (2681060.8 1249012.2,2681050.2 1249086,2681057.5 1249143.2,2681094.5 1249237.1,2681125.2 1249297.6,2681146 1249353.9,2681173.8 1249412,2681230.8 1249445.1,2681295.5 1249467.6,2681332.8 1249474)"
"876","Velo","Veloroute","","geplant","34","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","718","LINESTRING (2680943.8 1249342.6,2681037 1249581.8)"
"878","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","720","LINESTRING (2681367.5 1249309.5,2681461 1249260.2)"
"879","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","721","LINESTRING (2681326.8 1249498.1,2681334.5 1249474.5,2681321.8 1249434.2,2681327.5 1249414.1,2681397.5 1249382.4)"
"783","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","757","LINESTRING (2680321.2 1248991.1,2680209 1248803.5,2680208 1248802)"
"784","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","758","LINESTRING (2680138.5 1248565.1,2680104.2 1248523.4)"
"808","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","782","LINESTRING (2679790.5 1248775.4,2679792.5 1248778.6,2679872.8 1248941)"
"810","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","784","LINESTRING (2680061 1248470.5,2680014.8 1248414.1,2679966.2 1248358.2)"
"811","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","785","LINESTRING (2680104.2 1248523.4,2680061 1248470.5)"
"812","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","786","LINESTRING (2680208 1248802,2680208 1248801.6,2680089.5 1248604)"
"711","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","873","LINESTRING (2679612.2 1248869.8,2679602.5 1248823.5,2679582.5 1248757.4,2679628 1248727.4,2679719.5 1248667.2)"
"1028","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","Altstetterstrasse - Gleisunterquerung - Max Höggerstrasse - Meierwiesenstrasse - Werdwehr ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","903","LINESTRING (2679221.2 1249588.2,2679226.5 1249608.8,2679318 1249714.4)"
"1025","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","geplant","B27","Flurstrasse_Gleisfeldquerung_Hardeggsteg_Limmat ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","900","LINESTRING (2679983 1249243.5,2679975.2 1249222.8,2679946.5 1249159,2679941.5 1249150.6,2679941.5 1249150.2)"
"1026","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","C4","Baslerstrasse ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","901","LINESTRING (2679141 1249299.1,2679143 1249298.4,2679325.5 1249205)"
"1029","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","geplant","B24","Verbindung Duttweilerbrücke  Pfingstweidstrasse/Mühleweg ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","904","LINESTRING (2680851.8 1249119.2,2680854.2 1249132.2,2680867.8 1249198.4)"
"1030","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","905","LINESTRING (2680085.5 1248015.5,2680132.8 1248075.9,2680238.2 1248188.9,2680376 1248343.6,2680390.2 1248359.6,2680410.2 1248377.4,2680411.5 1248378.5,2680445.2 1248408.2,2680507.5 1248482.9,2680602.8 1248596.9,2680686.2 1248693.4,2680702.2 1248711.2,2680771 1248796.1,2680789.2 1248808.9,2680812.5 1248923.2)"
"1032","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","907","LINESTRING (2680387 1249816.2,2680427.2 1249805.6,2680477.8 1249794.4,2680526 1249775.5,2680577.5 1249730.5,2680643.5 1249656.8,2680641 1249616.2,2680720.2 1249569,2680773 1249552.1,2680832.2 1249545.8,2680912.8 1249479.1,2680967 1249450)"
"1049","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","C4","Baslerstrasse ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","924","LINESTRING (2679325.5 1249205,2679463.8 1249135.6,2679581.8 1249074.5,2679696.2 1249016.8,2679875.2 1248947,2680115.8 1248845,2680210.5 1248804.9,2680355.8 1248741.1,2680372.8 1248738.6,2680386.2 1248732.4,2680496.8 1248664,2680602.8 1248596.9)"
"1053","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","C3","Flurstrasse_Gleisfeldquerung_Hardeggsteg_Limmat ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","928","LINESTRING (2679941.5 1249150.2,2679933.2 1249129.5,2679935.8 1249103.8,2679938 1249088.6,2679934.8 1249074,2679926.5 1249050.5,2679875.2 1248947,2679793.8 1248777.9,2679777.2 1248754.5,2679717 1248662.9,2679687 1248617.1,2679591.8 1248471.8,2679570 1248439.4)"
"1056","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","931","LINESTRING (2682327.2 1249707.4,2682332.5 1249697.4,2682337.2 1249683.9,2682339 1249670,2682332.2 1249647.8,2682307.2 1249582.2,2682281.2 1249523.1,2682240 1249420.8,2682229.2 1249393.8,2682224.8 1249378.8,2682223.2 1249374.6)"
"891","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","939","LINESTRING (2681364.5 1248203.2,2681397 1248203.2,2681678 1248065.4)"
"892","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","940","LINESTRING (2680610 1248592.8,2680606.5 1248594.9,2680371.5 1248736.8,2679874.8 1248946.6,2679671 1249027.9,2679347.2 1249193.4,2679143.2 1249302.8)"
"898","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","946","LINESTRING (2679508.8 1248351,2679582.2 1248458.2,2679619.2 1248514.4)"
"899","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","947","LINESTRING (2679932.8 1249070.2,2679936.5 1249080,2679935.2 1249118.1,2679931.8 1249145.4)"
"900","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","948","LINESTRING (2681360 1248201.8,2681283.2 1248222.4,2681100 1248302.2,2680610 1248592.8)"
"901","Velo","Veloroute","","geplant","14","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","949","LINESTRING (2680975.8 1249191.9,2681029.5 1249102.6,2681060.8 1249012.2)"
"913","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","961","LINESTRING (2682540 1248957.8,2682582 1248916.2,2682582.8 1248917.4)"
