"id1","teilplan","kategorie","unterkategorie","stand","beschriftung","bemerkungen","oeffentlicheauflage_behoerde","oeffentlicheauflage_datum","oeffentlicheauflage_nummer","festsetzung_behoerde","festsetzung_behoerde_gewalt","festsetzung_datum","festsetzung_nummer","genehmigung_behoerde","genehmigung_datum","genehmigung_nummer","rechtsstatus","objectid","geometry"
"1896","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1872","LINESTRING (2684896.5 1247340.5,2684910.8 1247331,2684945.5 1247296.1,2684959.2 1247283.8,2684971 1247283.8,2685013.8 1247285.2,2685051.8 1247283.8,2685071.2 1247277.4,2685089 1247265.9,2685090.2 1247252.4,2685088.5 1247233.8,2685084.5 1247212.4,2685078.8 1247191.8,2685063.8 1247166.1,2685048.2 1247139.8,2685043.8 1247127.4,2685046 1247114.8,2685071 1247023.6,2685078.8 1246993.6,2685084.8 1246973.4,2685091.5 1246954,2685111.2 1246911.9,2685124.5 1246881.8,2685134.2 1246866.2,2685153.2 1246851.6,2685194.8 1246762.2,2685247.2 1246639.9,2685223.8 1246620.9,2685194.2 1246594.6)"
"1902","Fuss","Fussverbindung","","geplant","A35","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1878","LINESTRING (2687918 1246040.6,2687910.8 1246056.4,2687912.2 1246088.8,2687927 1246124,2687928.5 1246153.4,2687916.8 1246196,2687905 1246235.8,2687894.8 1246259.2)"
"1903","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1879","LINESTRING (2687560.2 1245502.6,2687594.8 1245516.1,2687651.2 1245539.4)"
"1904","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1880","LINESTRING (2686707 1245754.9,2686673.2 1245735.9,2686658.5 1245736.1,2686643.5 1245729,2686610 1245713.9,2686596.8 1245704.9)"
"1797","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1903","LINESTRING (2685942.5 1245948.6,2685946.2 1245965.2,2685961.8 1245985.8,2686005.5 1246024.8,2686029.2 1246044.6,2686071.5 1246070,2686102 1246098.2,2686121 1246118.9,2686134 1246131.5,2686223.2 1246078.4,2686233.8 1246081.4,2686245.5 1246095.8,2686260.8 1246106.1,2686281.2 1246110.1,2686319 1246100.5,2686370.2 1246085.8,2686404.2 1246077,2686432 1246074,2686455.2 1246078.4)"
"1814","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1920","LINESTRING (2686855.5 1245912.2,2686915.8 1245931.4,2686953 1245944.1)"
"1815","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1921","LINESTRING (2687316 1246087.9,2687316 1246087.9,2687325.5 1246090.2,2687369.2 1246103.8,2687411 1246116.6,2687491 1246156.9,2687577.2 1246191.6,2687617.5 1246204.5,2687662.5 1246216.6,2687740.2 1246231.2,2687894.8 1246259.2,2687934.2 1246266.5,2687952 1246269.5,2687959.2 1246260,2687969.2 1246253.2,2687979.8 1246251.2,2688007.8 1246250.4,2688056.2 1246259.2,2688152.5 1246288.6,2688245.8 1246313.6,2688328.2 1246328.2,2688387 1246332.2,2688440.8 1246333.9,2688493.8 1246333.5,2688525.5 1246340.2,2688552.5 1246346.1,2688584 1246348.9,2688612 1246354.9,2688635.5 1246364,2688641.2 1246365.2,2688659.2 1246369.1,2688674.5 1246370.4)"
"1816","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1922","LINESTRING (2685653 1245246.5,2685656 1245203.9,2685678 1245136.2,2685713.2 1245034.8,2685731 1244981.9,2685736.8 1244962.8,2685768.2 1244939.8)"
"1817","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1923","LINESTRING (2685461 1245782.1,2685550 1245647.8,2685584 1245597.8,2685614.2 1245553.2,2685626 1245532.6,2685632.5 1245514,2685637.2 1245474.2,2685637.5 1245416.8,2685637.2 1245381.4,2685642 1245352.9,2685653 1245274.4,2685658.5 1245261.6,2685665 1245258)"
"2094","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1971","LINESTRING (2686596.8 1245704.9,2686578 1245728.1,2686552.5 1245734.4,2686533.5 1245734.4,2686520.8 1245732.2,2686545.2 1245669.8)"
"2099","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1976","LINESTRING (2686626.8 1245907.4,2686829 1245904.4,2686855.5 1245912.2)"
"2100","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1977","LINESTRING (2686952.5 1245944.4,2687092.2 1245985.4)"
"2101","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1978","LINESTRING (2686837.8 1245890.5,2686823 1245934.4)"
"2104","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1981","LINESTRING (2687981.2 1245423.5,2688082 1245300)"
"2093","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1970","LINESTRING (2684947.8 1247450.6,2684914.8 1247400.4,2684899 1247372.5,2684897.5 1247339.5)"
"97","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","31","LINESTRING (2684803 1246120.5,2684744 1246273)"
"322","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","269","LINESTRING (2684799.2 1245613,2684814.2 1245583.6,2684826 1245556.4,2684828.5 1245525.2,2684879 1245525.2,2684918.2 1245525.2,2684926 1245521.4,2684934.5 1245507.9,2684957 1245463,2684969.5 1245435.6,2684983 1245416.2,2685030.5 1245356.6)"
"208","Velo","Veloroute","","geplant","71","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","352","LINESTRING (2684792.2 1244962.4,2684860.2 1244999.4)"
"982","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1030","LINESTRING (2684818.2 1244893,2684868 1244930.2)"
"1272","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1135","LINESTRING (2684812.2 1246332.9,2684759.8 1246305.4,2684741.8 1246275.4)"
"1196","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","geplant","B42","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1172","LINESTRING (2684976.2 1244825.5,2684901.8 1244772)"
"1081","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","Drahtzugstrasse, Forchstr.  Burgweg ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1218","LINESTRING (2684741.8 1246275.4,2684766.8 1246205.8,2684800.5 1246124,2684839.5 1246080)"
"1082","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1219","LINESTRING (2684876.5 1247037.5,2684905.2 1247059.1,2684915.2 1247055.9,2684935.8 1247048.6,2684962.2 1247035.4,2684999 1247000,2685015 1246989.8,2685043 1246986.9)"
"1087","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1224","LINESTRING (2685023.5 1246645,2684934.2 1246592.9,2684830 1246531.2,2684796 1246498.9,2684773.5 1246477.6,2684765.8 1246462.9,2684766.8 1246422.4,2684768.2 1246387.1,2684777 1246372.4,2684812.2 1246332.9)"
"1603","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1470","LINESTRING (2684829.5 1245057.2,2684830 1245056.9,2684897.5 1244952.5,2684897.8 1244952)"
"1546","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1527","LINESTRING (2684810.2 1247287.1,2684790 1247265.4,2684782 1247235.8,2684788.5 1247208.8,2684876.5 1247037.5)"
"1568","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","BhF-Stadelhofen_Gemeindestrasse_Dolderstrasse ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1549","LINESTRING (2684810.2 1247287.1,2684742 1247281.6,2684727.8 1247280.1)"
"1569","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1550","LINESTRING (2684868 1244930.2,2684897.5 1244952.5)"
"1890","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1866","LINESTRING (2684768.5 1246895.9,2684794.5 1246850,2684814.8 1246816.2,2684826.8 1246800.4,2684846.5 1246780.1,2684886.2 1246743.2,2684946 1246703.1,2685018.2 1246667.8)"
"2091","Fuss","Fussverbindung mit erhöhter Aufenthaltsqualität","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","1968","LINESTRING (2684765.5 1246961,2684730.8 1246931.5)"
"140","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","43","LINESTRING (2684806 1247569.9,2684871.2 1247685.2,2684977.5 1247785.4,2685006 1247795.9)"
"1976","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2039","LINESTRING (2687615.8 1246732.4,2687593.8 1246734.2,2687547.5 1246738.2,2687475 1246734.4,2687433.5 1246727.9,2687387 1246720.1,2687367.8 1246722.6,2687349.5 1246735.6,2687333.5 1246740.9,2687319 1246739.6,2687305.8 1246733,2687252.8 1246714.9,2687201.5 1246700.8,2687146.8 1246694.2,2687121.2 1246698.2,2687105 1246688.2,2687079 1246678.5,2687061.5 1246674.4,2687027.2 1246668.9,2686994.8 1246662.9)"
"1987","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2050","LINESTRING (2684732.8 1247007,2684802 1247107.4,2684825 1247137.2,2684859.2 1247188.9,2684884.2 1247215.5,2684901.8 1247227.9,2684919.2 1247238.5,2684935.8 1247245.5,2684971 1247283.8)"
"2000","Fuss","Fussverbindung","","geplant","A36","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2063","LINESTRING (2687491.5 1246635.5,2687480.5 1246551.8,2687469 1246533.5,2687443.2 1246520.4)"
"2006","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2069","LINESTRING (2687947.5 1245628.6,2688011 1245618,2688069.5 1245613.1,2688189 1245609.2,2688269.5 1245602.6,2688318.5 1245593,2688348.8 1245588.6,2688397.2 1245593.9,2688443.2 1245592,2688498 1245579.5,2688543.2 1245564.1,2688567 1245564.4,2688587 1245559.1,2688613 1245552.4,2688641.8 1245549.1,2688702.8 1245542.2)"
"2007","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2070","LINESTRING (2687458.5 1245383.5,2687508.2 1245442.1,2687560.2 1245502.6)"
"2008","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2071","LINESTRING (2687651.2 1245539.4,2687821.8 1245610.9)"
"2009","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2072","LINESTRING (2686757.2 1246065.2,2686771 1246035.5,2686783.8 1246012.5,2686804 1245972.6,2686823 1245934.4)"
"2028","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2091","LINESTRING (2687927.8 1247169.6,2687926.2 1247128.2,2687925.8 1247112.1,2687916.8 1247085.1,2687902.8 1247063.8,2687883.2 1247045.1,2687849.5 1247017.2,2687815.8 1246980.4,2687789.8 1246951.4,2687756 1246901.8,2687729.8 1246849,2687715 1246825.8,2687698.2 1246809.8,2687676.5 1246783.1,2687654.8 1246765.6,2687625 1246744.6,2687615.8 1246732.4,2687629.8 1246721.2,2687629.2 1246631.1,2687491.5 1246635.5)"
"2029","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2092","LINESTRING (2687894.8 1246259.2,2687888.8 1246269.6,2687883 1246303.4,2687876.8 1246320.4,2687864 1246337.1,2687841.5 1246368,2687818.8 1246403.8,2687809 1246420.5,2687795 1246435.1,2687780 1246441.5,2687750.5 1246447.4,2687725.5 1246459.1,2687690.5 1246488,2687654.5 1246525.2)"
"2030","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2093","LINESTRING (2687635.5 1246517.2,2687639.2 1246549,2687632 1246594.6,2687629.2 1246631.1)"
"2245","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2145","LINESTRING (2685424 1245051.6,2685474.5 1244970.2,2685509 1244905.4,2685535.5 1244854,2685553 1244802.8,2685639.5 1244829.8,2685681 1244846.6,2685707.5 1244861.4,2685723.5 1244881.9,2685741.5 1244913.9,2685754.8 1244928.6,2685768.2 1244939.8,2685786 1244952.4,2685806.2 1244959.5,2685829.5 1244961.2,2685847 1244960.9)"
"3588","Velo","Veloroute","","geplant","72","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2202","LINESTRING (2684923.8 1245628.8,2684930.5 1245631.1,2684947.5 1245639.5,2684964.2 1245660.5,2684980 1245679.4,2684990.2 1245688.8,2685005 1245693,2685021.8 1245693,2685061.8 1245696.1,2685095.2 1245693,2685170.8 1245703.5)"
"3589","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2203","LINESTRING (2686625.5 1245906.6,2686652.5 1245847.6,2686700.5 1245753.4)"
"3590","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2204","LINESTRING (2687290.5 1246208.4,2687340.8 1246236.8,2687345.5 1246248.1,2687355 1246255.8,2687357.8 1246264.2,2687357.8 1246282.2,2687363.5 1246287,2687424.2 1246316.5,2687458.2 1246330.6,2687486.8 1246344.9,2687507.5 1246354.4,2687517 1246368.6,2687518 1246380.9,2687512.2 1246403.8,2687540.8 1246417,2687551.2 1246457.8,2687615.8 1246485.2)"
"3591","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2205","LINESTRING (2685248 1246637.9,2685293.2 1246674,2685337.8 1246701.2,2685358.5 1246701.2,2685381.2 1246693,2685407.5 1246695.8,2685422 1246694.9,2685457.2 1246649.6,2685478 1246630.6,2685499.8 1246627,2685544 1246627.9,2685596.5 1246635.1,2685614.8 1246640.5,2685631 1246638.8,2685650 1246626.1,2685682.5 1246615.2,2685714.2 1246618.9,2685790.2 1246636,2685830 1246650.5,2685872.5 1246693,2685945 1246782.6,2685980.2 1246815.2,2686010.2 1246825.1,2686047.2 1246835.1,2686077.2 1246847.8,2686103.5 1246864.1,2686136.8 1246896.6)"
"2278","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2228","LINESTRING (2685186.5 1245869.4,2685243 1245833.9,2685304.8 1245799.1,2685347 1245774.4)"
"2322","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2272","LINESTRING (2687020 1245678.1,2687011.2 1245652.1,2687005.2 1245627.1,2687011.2 1245596.8)"
"2323","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2273","LINESTRING (2686837.8 1245890.5,2686846.5 1245875.5,2686870.2 1245838.9,2686895 1245800.6,2686909.8 1245781.5,2686920 1245771.2,2686927.5 1245765.4)"
"2324","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2274","LINESTRING (2687006.5 1245757.4,2686990 1245680,2687020 1245677)"
"2325","Fuss","Fussverbindung","","geplant","A37","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2275","LINESTRING (2687024 1245789.4,2687045 1245822.6,2687059.8 1245850.6,2687073 1245871.1,2687090.5 1245882.9)"
"2213","Fuss","Fussverbindung","","bestehend","","Verbindung Enzenbühlstrasse - Bleulerstrasse ","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2341","LINESTRING (2685847 1244960.9,2685863.2 1244958.4,2685895.5 1244951,2685904.2 1244945.6,2685917.5 1244943.6,2685932.5 1244944.5,2685948.2 1244949.2,2686011.5 1244975,2686044.5 1244989.4)"
"2218","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2346","LINESTRING (2686125.8 1246464.5,2686117.8 1246463.4,2686111.5 1246453.4,2686115 1246430.4,2686111.8 1246426.8,2686106.8 1246428,2686100 1246438.2,2686091.5 1246450.2,2686087.8 1246451.8,2686086 1246443.9,2686088.5 1246422.5,2686088.8 1246392.6,2686088.8 1246376.2,2686088.8 1246376.5)"
"2219","Fuss","Fussverbindung","","geplant","A34","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2347","LINESTRING (2685731 1246174,2685785.2 1246165.1,2685850 1246147.5,2685878 1246147.5,2685890 1246144)"
"2224","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2351","LINESTRING (2687092.2 1245985.4,2687098 1245987.2,2687134.8 1245997.6,2687190.5 1246034.2,2687217 1246046.1,2687234.2 1246052.5)"
"2225","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2352","LINESTRING (2685940.5 1245947.2,2685942.5 1245948.6,2685955 1245947.4,2685969.5 1245932.2,2685982.2 1245918.2,2685997 1245909.4,2686019.5 1245903.8,2686040.5 1245901,2686054.2 1245905.8,2686091 1245918.2,2686132.2 1245922.6,2686172 1245924.1,2686220.5 1245912.4,2686264.5 1245900.5,2686326.2 1245902,2686366 1245903.5,2686386.5 1245910.9,2686429.8 1245905.5)"
"2230","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2356","LINESTRING (2685935 1245383.4,2685935.2 1245383.1,2686011.8 1245330.2,2686039.8 1245315.5,2686064.5 1245308.1,2686098.2 1245306,2686138.8 1245307.2,2686167.5 1245305.2,2686206.2 1245293.4,2686251.2 1245281,2686279.2 1245272.2,2686311.5 1245250.9,2686395.2 1245202.4,2686421 1245187.8)"
"2231","Fuss","Fussverbindung","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2357","LINESTRING (2685450.2 1245067.1,2685457.5 1245087.8,2685448.8 1245124.5,2685424.2 1245171.2)"
"3922","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2382","LINESTRING (2684815.2 1245580.8,2684908.5 1245623.8,2684923.8 1245628.8)"
"3923","Velo","Veloroute","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2383","LINESTRING (2685170.8 1245703.5,2685247.2 1245736,2685344.8 1245774.8)"
"2560","OEV","Busstrecke","","bestehend","A10","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2386","LINESTRING (2686828.5 1245906.6,2686865.8 1245843.8,2686912.8 1245774.6,2686929 1245766.4,2686947.2 1245762.9,2686981.8 1245761.2,2687007.8 1245757.6,2687040.5 1245748.1,2687071.5 1245731.9,2687102.5 1245707,2687151 1245666.6,2687166.8 1245654.5,2687201.8 1245636.5,2687233.2 1245622.6,2687262.5 1245621.5,2687290.2 1245624.8,2687317 1245632.8,2687350 1245644,2687387.5 1245649.9,2687414.5 1245650.1,2687441.2 1245640.9,2687460.2 1245620.2,2687486 1245594.1,2687509.5 1245560.8,2687538.2 1245524.4,2687565.5 1245498.2,2687594.2 1245476.5,2687628.8 1245463.8,2687669.5 1245452.8,2687716.8 1245446.1,2687782.2 1245439.8,2687834 1245432.1,2687865.8 1245418.5,2687886.2 1245402.9,2687899.8 1245381.1,2687901.8 1245375.6)"
"2382","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2411","LINESTRING (2684739.2 1246940.8,2684818.5 1246995.2,2684861 1247027.6,2684911.8 1247081.4,2684969.8 1247148.2,2685008.8 1247186.8)"
"2584","OEV","Busstrecke","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2410","LINESTRING (2686626.8 1245907.6,2686610.5 1245960.8,2686597 1246000.1,2686595.5 1246028.4,2686602.5 1246042.6,2686612 1246054.4,2686634 1246062.2,2686708.8 1246063,2686759 1246066.1,2686823 1246072.5,2686881 1246084.2,2686946.2 1246097.5,2687006.8 1246111.8,2687040.5 1246114.1,2687076 1246114.1,2687117.8 1246109.5)"
"2401","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2430","LINESTRING (2687834.2 1247425.8,2687802.5 1247473.5,2687793.5 1247493.8,2687775.8 1247529.2,2687768.8 1247545.4,2687744.5 1247559.5,2687716 1247575.8,2687683.8 1247589.9,2687665.5 1247596,2687639.2 1247602,2687615 1247606.1,2687590.8 1247610.1,2687550.2 1247624.4,2687523.8 1247634.5,2687467.2 1247634.5,2687402.5 1247626.4,2687347.8 1247618.2,2687309.2 1247614.2,2687285 1247610.1,2687200 1247622.2,2687127.2 1247632.4,2687064.5 1247650.6,2686979.5 1247681,2686847.8 1247733.6,2686699 1247794.4,2686559.5 1247849,2686519 1247865.1,2686498.8 1247885.4,2686492.8 1247903.6,2686494.8 1247938,2686492.8 1247988.6,2686463.5 1248018.6,2686430 1248045.2,2686357 1248085.8,2686292.2 1248106,2686237.8 1248126.2,2686197.2 1248132.4,2686146.5 1248132.4,2686112.2 1248128.2,2686045.5 1248120.1,2686015 1248120.1,2685974.5 1248130.2,2685932 1248144.5,2685886.5 1248144.5,2685854 1248143,2685831.5 1248145.9)"
"2402","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2431","LINESTRING (2687800 1246940.2,2687830 1246975.2,2687863.8 1247005.6,2687904.5 1247038.8,2687931.5 1247073,2687942.5 1247111.1,2687947.2 1247160.4,2687939 1247209.2,2687922.8 1247229.6,2687896.2 1247254,2687878 1247278.5,2687859.5 1247339.5,2687847.2 1247378.2,2687834.2 1247425.8)"
"2403","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2432","LINESTRING (2687902 1245090,2687892.8 1245098.5,2687875 1245105.1,2687865.8 1245116.1,2687849 1245134.6,2687840.5 1245149,2687838.8 1245164.1,2687845.5 1245172.6,2687871 1245177.6,2687889.5 1245176,2687915.5 1245178.5,2687928.2 1245181.9,2687933.2 1245189.5,2687932.5 1245211.4,2687929 1245235.9,2687931.5 1245251.9,2687935.8 1245267.9,2687937.5 1245284.8,2687935.8 1245299,2687927.2 1245315,2687915.5 1245336.1,2687908 1245355.5,2687902 1245374,2687895.2 1245390,2687882.8 1245406.9,2687867.5 1245416.1,2687846.5 1245427.1,2687838 1245430.5,2687834.8 1245436.1)"
"2408","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2437","LINESTRING (2684829.8 1245524.8,2684894.8 1245524.8,2684917 1245523.5,2684927.8 1245517.6,2684939.5 1245498.8,2684969 1245435,2684983.2 1245414.9,2685040.2 1245345,2685077.8 1245295.5,2685097.8 1245271.9,2685112 1245260.1,2685145 1245239.1,2685164.8 1245223.6,2685183.8 1245204.5,2685204.2 1245176.2,2685214.8 1245160.9,2685224.2 1245156,2685343.5 1245127.9,2685361.2 1245125.5,2685369.8 1245127.8,2685376.5 1245132.5,2685405 1245157.4,2685443.2 1245185.1,2685462.5 1245200.1,2685480.8 1245204.1,2685610.5 1245224,2685635.8 1245230.4,2685648.2 1245241,2685664.8 1245257.4,2685692.5 1245295,2685714.5 1245324.4,2685718.5 1245347.2,2685728.2 1245389.9,2685734.5 1245425.5,2685745 1245439.5,2685759.8 1245453,2685836 1245518.8)"
"2409","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2438","LINESTRING (2685554.2 1244801.5,2685568.2 1244758.1,2685580.8 1244728.1,2685591.2 1244693,2685601.5 1244661,2685607.8 1244641.6)"
"2410","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2439","LINESTRING (2687322 1246090.5,2687337.5 1246059.8,2687376.8 1245972.1,2687394.5 1245934,2687434.2 1245896.8,2687472.2 1245864.9,2687493.5 1245846,2687566.8 1245807,2687584.2 1245785.8,2687625.8 1245725.5,2687660 1245687.8,2687717.8 1245636.9,2687767.5 1245599.1,2687808.8 1245561.4,2687830 1245536.5,2687843 1245509.4,2687843 1245502.2,2687843 1245483.4,2687834.8 1245436.1)"
"2411","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2440","LINESTRING (2687484.5 1246154.2,2687489.8 1246179.1,2687495.8 1246194.5,2687510 1246222.9,2687530 1246274.8,2687537 1246300.8,2687545.5 1246329.1,2687603.2 1246461.4,2687616.2 1246486.2,2687633.8 1246518,2687639 1246541.1,2687636.8 1246568,2687630.8 1246603,2687627.8 1246635.1,2687630 1246692.5,2687632.2 1246725.4,2687642.8 1246740.2,2687662.8 1246750.8,2687684.5 1246771.6,2687707.5 1246797.8,2687729.2 1246814.1,2687746.5 1246832.1,2687756.2 1246852.1,2687763.5 1246876.9,2687772 1246891.6,2687789 1246917.1,2687800 1246940.2)"
"2412","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2441","LINESTRING (2685554.2 1244801.5,2685527.8 1244868.9,2685495 1244933.1,2685474.5 1244968,2685423 1245053.8,2685383.5 1245117.2,2685369.8 1245127.8)"
"2428","MIV","Sammelstrasse","","bestehend","","","TAZ","20181122000000","","","","","","","","","Öffentliche Auflage","2455","LINESTRING (2684744 1246269.4,2684764.8 1246307.9,2684952.5 1246405.9,2685060 1246463.8,2685097.8 1246487.4,2685133.2 1246525.2,2685164 1246557.5,2685179.5 1246579,2685184 1246584.2,2685185.5 1246586.2)"
