elevation,timestamp,ActivityName,ActivityType,rec_id,year,trajID,distance,time_diff,speed,speed_kmh,acceleration,avg_speed_10s,avg_speed_60s,max_speed_10s,avg_acc_10s,avg_acc_60s,max_acc_10s,el_change,d_direct10,d_sinu10,sinuosity,kmeans4,kmeans5,geometry,c_ward_4,c_single_4,c_compl_4,x,y
413.9,2024-05-20T13:19:01Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,2.2348024644443787,1,2.2348024644443787,8.045288871999764,-2.9026772328456754,14.200627050877639,12.538205993075005,21.502291362876846,0.463220630423681,0.10368320501294574,4.071788831447562,0,31.089975810271824,39.98679174039038,1.286163488335013,4,5,"c(2681534.11136976, 1248006.42366813)",4,1,1,2681534.1113697602,1248006.423668131
413.9,2024-05-20T13:19:02Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,3.485668111652105,1,3.485668111652105,12.548405201947578,1.2508656472077262,14.783634324346286,12.860062288718476,21.502291362876846,0.16194646485240172,0.0894045265676308,4.071788831447562,0,33.73538422310768,43.05519587218001,1.276262205506127,2,3,"c(2681531.91535393, 1248006.83822395)",3,1,1,2681531.91535393,1248006.838223952
413.9,2024-05-20T13:19:03Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,4.747151264733425,1,4.747151264733425,17.08974455304033,1.2614831530813202,15.973911049007208,13.204854204525597,21.502291362876846,0.3306324235169232,0.09577553216864489,4.071788831447562,0,36.43392620062169,46.90810276928158,1.2874841572380733,2,3,"c(2681528.72389459, 1248008.23981928)",3,1,1,2681528.72389459,1248008.2398192808
413.9,2024-05-20T13:19:04Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,4.542708864672782,1,4.542708864672782,16.353751912822013,-0.20444240006064351,17.110617968206807,13.533907080768898,21.502291362876846,0.31575192199988805,0.09140357673425045,4.071788831447562,-0.10000000000002274,39.52343843325319,46.309585079832786,1.171699298330027,2,3,"c(2681524.39208455, 1248010.18169129)",3,1,1,2681524.3920845496,1248010.181691291
413.9,2024-05-20T13:19:05Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,4.4307118973883455,1,4.4307118973883455,15.950562830598043,-0.11199696728443609,16.96458649092219,13.879368390572715,20.71431639923126,-0.040564299245726444,0.0959614749455046,1.2614831530813202,-0.10000000000002274,39.940955931371754,46.698756802749976,1.1691947704754428,2,3,"c(2681520.28681827, 1248012.12668297)",3,1,1,2681520.286818274,1248012.1266829707
413.9,2024-05-20T13:19:06Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.4173207289582965,1,5.4173207289582965,19.502354624249868,0.986608831569951,17.054929516662924,14.235721444627274,20.71431639923126,0.02509528492798148,0.09898695945959952,1.2614831530813202,-0.10000000000002274,43.35558837390497,49.87748216980344,1.1504279849613088,2,3,"c(2681515.8978518, 1248012.73346236)",3,1,1,2681515.8978518015,1248012.7334623558
413.9,2024-05-20T13:19:07Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.185424250667715,1,5.185424250667715,18.667527302403776,-0.23189647829058124,18.123520155587475,14.574569355230201,20.71431639923126,0.296830733034597,0.0941244196119246,1.2614831530813202,-0.10000000000002274,45.2308948138196,51.89175458597629,1.1472634976507596,2,3,"c(2681512.59112587, 1248017.02449108)",3,1,1,2681512.5911258664,1248017.0244910752
413.9,2024-05-20T13:19:08Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.753976777564239,1,5.753976777564239,20.71431639923126,0.5685525268965241,18.63892934226292,14.850278006320073,20.71431639923126,0.1431692185209572,0.07658573641385279,1.2614831530813202,-0.10000000000002274,46.04534223504218,52.205132836625495,1.1337766276150185,2,3,"c(2681508.98999643, 1248020.75550855)",3,1,1,2681508.9899964277,1248020.7555085537
413.9,2024-05-20T13:19:09Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.374341022461442,1,5.374341022461442,19.34762768086119,-0.37963575510279757,18.809526387207818,15.134401589679566,20.71431639923126,0.0473880680402494,0.07892321759985949,0.986608831569951,-0.10000000000002274,46.6213181317141,52.93084398512888,1.1353356384216589,2,3,"c(2681504.04033245, 1248023.68963113)",3,1,1,2681504.040332453,1248023.68963113
413.9,2024-05-20T13:19:10Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.526651420207244,1,5.526651420207244,19.89594511274608,0.15231039774580246,19.008035752089214,15.444582064408097,20.71431639923126,0.05514149024483177,0.0861612429801476,0.986608831569951,0,47.99239270124812,53.649397345106465,1.1178729445533817,2,3,"c(2681500.06317422, 1248027.30428932)",3,1,1,2681500.06317422,1248027.304289318
