elevation,timestamp,ActivityName,ActivityType,rec_id,year,trajID,distance,time_diff,speed,speed_kmh,acceleration,avg_speed_10s,avg_speed_60s,max_speed_10s,avg_acc_10s,avg_acc_60s,max_acc_10s,el_change,d_direct10,d_sinu10,sinuosity,kmeans4,kmeans5,geometry,c_ward_4,c_single_4,c_compl_4,x,y
405.7,2024-05-20T13:23:54Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.591060751487463,1,6.591060751487463,23.727818705354867,-0.030317081779442923,23.735326733567153,23.195528561893923,26.138536721766876,-0.015717675749255443,0.07990851353296394,0.9360568201505561,-0.19999999999998863,58.65731752070436,65.34071454390389,1.1139396976488138,1,1,"c(2681367.37815748, 1249224.91826992)",3,1,1,2681367.378157477,1249224.9182699225
405.7,2024-05-20T13:23:55Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.502733795760679,1,6.502733795760679,23.409841664738444,-0.08832695572678428,25.60667449491908,23.198716279904502,46.44684708605591,0.5198188225977574,0.08282852738401628,6.573984704114318,-0.10000000000002274,58.079847582371144,71.49547448854968,1.2309859179150213,1,1,"c(2681362.2617647, 1249229.07333993)",3,1,1,2681362.261764699,1249229.0733399307
405.7,2024-05-20T13:23:56Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.7482937772247,1,5.7482937772247,20.693857598008922,-0.7544400185359788,24.44916917484845,23.20541993296987,46.44684708605591,0.1189971878781305,0.08380517601034788,6.573984704114318,-0.10000000000002274,64.73304592012381,71.53514120001326,1.1050791783887748,1,1,"c(2681356.99896286, 1249232.89282466)",3,1,1,2681356.998962859,1249232.892824662
405.7,2024-05-20T13:23:57Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.684350597375256,1,6.684350597375256,24.063662150550922,0.9360568201505561,23.31152863743455,23.235544495810423,46.44684708605591,0.13840019957908586,0.09031098428123059,6.573984704114318,-0.10000000000002274,63.399996926525326,70.08413625301492,1.105428070197478,1,1,"c(2681352.12434366, 1249235.93929295)",3,1,1,2681352.1243436616,1249235.9392929496
405.7,2024-05-20T13:23:58Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.476160142627307,1,6.476160142627307,23.314176513458307,-0.20819045474794873,22.85754813175558,23.22238243138154,46.44684708605591,0.32830576394990124,0.07828692115083359,6.573984704114318,-0.10000000000002274,62.588013509057056,69.33630040844196,1.1078207554615607,1,1,"c(2681346.48711746, 1249239.53125949)",3,1,1,2681346.487117459,1249239.5312594932
405.7,2024-05-20T13:23:59Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.327917264234545,1,6.327917264234545,22.780502151244363,-0.14824287839276273,22.903866397659066,23.201427274068713,46.44684708605591,0.46727764494502777,0.07612217312751496,6.573984704114318,0,61.80118086915906,69.5081455249265,1.124705783083402,1,1,"c(2681340.70806021, 1249242.45412582)",3,1,1,2681340.7080602148,1249242.4541258193
405.6,2024-05-20T13:24:00Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,12.901901968348863,1,12.901901968348863,46.44684708605591,6.573984704114318,22.72031613332876,23.216686935611225,46.44684708605591,0.40342527543564105,0.0861818450317752,6.573984704114318,-0.0999999999999659,61.85241872119574,69.03562445075512,1.116134597127692,1,1,"c(2681334.71472473, 1249244.48451167)",3,1,1,2681334.7147247326,1249244.4845116695
405.5,2024-05-20T13:24:02Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.420640424752292,2,3.210320212376146,11.557152764554125,-4.845790877986358,22.72346187919994,23.231341594219657,46.44684708605591,0.4552852782693876,0.086013788661198,6.573984704114318,-0.19999999999998863,62.108723466830675,69.79967647056417,1.123830479430814,1,1,"c(2681323.45252479, 1249250.77910672)",4,1,1,2681323.452524792,1249250.7791067238
405.4,2024-05-20T13:24:04Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.809699697936901,2,2.9048498489684507,10.457459456286422,-0.1527351817038476,22.79656235252277,23.240830433140758,46.44684708605591,0.4747171470059561,0.08457883874805139,6.573984704114318,-0.30000000000001137,61.94059341189938,69.08698220778892,1.1153748842599343,1,1,"c(2681319.98035102, 1249256.179906)",3,1,1,2681319.980351022,1249256.1799059957
405.4,2024-05-20T13:24:05Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.873541988693951,1,5.873541988693951,21.144751159298224,2.9686921397255004,22.590778236308783,23.21065162285567,46.44684708605591,0.3972492054679509,0.07356004730188734,6.573984704114318,-0.30000000000001137,61.4363919775655,68.66638786299413,1.1176826251136098,1,1,"c(2681315.17821615, 1249259.44978538)",3,1,1,2681315.178216146,1249259.4497853837
405.4,2024-05-20T13:24:06Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.762905867972005,1,6.762905867972005,24.34646112469922,0.8893638792780543,22.643523281386482,23.144871998960905,46.44684708605591,0.46906286138230974,0.06367093241030951,6.573984704114318,-0.30000000000001137,61.21289334763651,68.97579615690208,1.1268180996637256,1,1,"c(2681309.71186495, 1249261.5986223)",3,1,1,2681309.7118649487,1249261.5986222976
405.3,2024-05-20T13:24:07Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.030212721589308,1,6.030212721589308,21.708765797721508,-0.7326931463826973,22.653370059014975,23.157583789255966,46.44684708605591,0.45714667597975067,0.08547410301859527,6.573984704114318,-0.39999999999997726,54.94890725187335,62.431898828874814,1.1361808987884168,1,1,"c(2681303.19312728, 1249263.39944296)",3,1,1,2681303.1931272848,1249263.399442957
405.3,2024-05-20T13:24:08Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.512345797033736,1,6.512345797033736,23.444444869321448,0.48213307544442774,20.513452792962834,23.527541738089365,24.34646112469922,-0.14001000282042345,0.18470914705702196,2.9686921397255004,-0.39999999999997726,55.79459719063359,62.37452428175652,1.1179312589826802,1,1,"c(2681297.6482355, 1249265.76959918)",3,1,1,2681297.6482354975,1249265.769599183
405.3,2024-05-20T13:24:09Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.97165633460001,1,5.97165633460001,21.497962804560036,-0.5406894624337255,21.487057209157037,23.52313265847134,24.34646112469922,0.2843306876835877,0.08071830582051562,2.9686921397255004,-0.39999999999997726,56.40626221347864,62.75004717901139,1.112465969496856,1,1,"c(2681291.72128388, 1249268.46809734)",3,1,1,2681291.721283882,1249268.4680973443
405.2,2024-05-20T13:24:10Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.05556579783251,1,6.05556579783251,21.800036872197037,0.0839094632324997,22.735943819402202,23.511919052721563,24.34646112469922,0.34691294729032324,0.07882815967280675,2.9686921397255004,-0.5,56.689010698528826,63.59739745947944,1.1218646555271408,1,1,"c(2681286.39831831, 1249271.17488823)",3,1,1,2681286.398318312,1249271.1748882341
405.2,2024-05-20T13:24:11Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.637325558142508,1,6.637325558142508,23.894372009313027,0.581759760309998,22.88706100181448,23.505545477220622,24.34646112469922,0.04197699511452155,0.08017261251970526,0.8893638792780543,-0.5,56.6828857420706,63.169780526461125,1.1144418584104634,1,1,"c(2681280.77946833, 1249273.43285235)",3,1,1,2681280.7794683254,1249273.4328523523
405.2,2024-05-20T13:24:12Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.358004640321596,1,6.358004640321596,22.888816705157748,-0.27932091782091195,22.87499030233311,23.418213454850623,24.213683430404178,-0.0033529720781576666,0.05768415505607847,0.581759760309998,-0.4000000000000341,56.984921128566086,63.865590979984084,1.1207454483598254,1,1,"c(2681274.99590171, 1249276.68929946)",3,1,1,2681274.9959017076,1249276.6892994563
405.2,2024-05-20T13:24:13Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.3632658776339985,1,6.3632658776339985,22.907757159482394,0.005261237312402578,22.84380651743747,23.28381747243154,24.213683430404178,-0.00866216247101136,0.04461083282022181,0.581759760309998,-0.30000000000001137,57.09999235511284,63.28817411735854,1.1083744761953824,1,1,"c(2681269.29393893, 1249279.50209939)",3,1,1,2681269.29393893,1249279.5020993943
405.2,2024-05-20T13:24:14Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.185222595191763,1,6.185222595191763,22.266801342690346,-0.17804328244223555,22.753917903388334,22.957109654801243,24.213683430404178,-0.02496905945809386,-0.00880912140511563,0.581759760309998,-0.19999999999998863,57.09698267483362,63.55420392575323,1.1130921626400712,1,1,"c(2681263.22669352, 1249281.42035009)",3,1,1,2681263.2266935166,1249281.4203500873
405.2,2024-05-20T13:24:15Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.7208922691620065,1,6.7208922691620065,24.195212168983225,0.5356696739702436,22.96084558674162,22.698573211591174,24.213683430404178,0.057479912042579316,0.010127371489392403,0.581759760309998,-0.19999999999998863,57.247964415291996,64.1025734949891,1.1197354202845002,1,1,"c(2681257.31197171, 1249283.22950584)",3,1,1,2681257.311971714,1249283.2295058428
405.2,2024-05-20T13:24:16Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.335288934953688,1,6.335288934953688,22.80704016583328,-0.3856033342083185,23.182434657725704,22.350394463284495,24.237516653021963,0.06155251971780115,-0.0037474299002999063,0.581759760309998,-0.19999999999998863,57.306200118090445,64.19789145157492,1.1202608324977545,1,1,"c(2681250.93969524, 1249285.36597149)",3,1,1,2681250.939695243,1249285.3659714921
405.2,2024-05-20T13:24:17Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.726023175112271,1,6.726023175112271,24.213683430404178,0.39073424015858294,23.029006142848452,21.95097565848013,24.237516653021963,-0.042619031910347195,-0.017980778927435118,0.5356696739702436,-0.10000000000002274,57.76286021643455,64.00840301838201,1.1081238494518058,1,1,"c(2681245.0188831, 1249287.61982806)",3,1,1,2681245.018883097,1249287.6198280589
405.2,2024-05-20T13:24:18Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,5.934928934408183,1,5.934928934408183,21.365744163869458,-0.791094240704088,23.06678317674848,21.579289987256967,24.237516653021963,0.0104936205277851,-0.010277130710433542,0.5356696739702436,-0.10000000000002274,57.533364895048095,64.11857160687524,1.114458918296189,1,1,"c(2681238.43079485, 1249288.97499633)",3,1,1,2681238.4307948533,1249288.9749963307
405.2,2024-05-20T13:24:19Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.237686142994703,1,6.237686142994703,22.455670114780933,0.3027572085865202,23.28989567455672,21.22033385373228,25.361994635373065,0.061975693835622986,-0.006741148016412402,0.5715640436986194,-0.10000000000002274,57.82156948548839,64.97834752150933,1.1237735000918143,1,1,"c(2681232.81655343, 1249290.8994897)",3,1,1,2681232.8165534316,1249290.8994896966
405.2,2024-05-20T13:24:20Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.603935367068383,1,6.603935367068383,23.77416732144618,0.36624922407367944,23.279711328732585,20.826318770562263,25.361994635373065,-0.002828984951148654,-0.016479745140115614,0.5715640436986194,0,58.13266672437225,64.41155901307646,1.1080097068052062,1,1,"c(2681226.75542873, 1249292.3730893)",3,1,1,2681226.7554287324,1249292.3730893028
405.2,2024-05-20T13:24:21Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.732643514728323,1,6.732643514728323,24.237516653021963,0.12870814765993988,23.084781075822047,20.449225905490866,25.361994635373065,-0.054147292475149864,-0.011779129001609495,0.5715640436986194,0,57.9562497913334,64.20154213005812,1.107758738034472,1,1,"c(2681220.3168207, 1249293.84152007)",3,1,1,2681220.3168206983,1249293.8415200694
405.2,2024-05-20T13:24:22Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.168516207128689,1,6.168516207128689,22.20665834566328,-0.5641273075996338,23.09591434171369,20.025258336455053,25.361994635373065,0.0030925738587897944,-0.02479988010283725,0.5715640436986194,0,57.350748948359474,63.844826202346226,1.1132343931521145,1,1,"c(2681213.79967076, 1249295.5312672)",3,1,1,2681213.7996707587,1249295.5312671985
405.2,2024-05-20T13:24:23Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.473434466127232,1,6.473434466127232,23.304364078058036,0.3049182589985433,23.017021639648544,19.62706634817094,25.361994635373065,-0.021914639462540866,-0.017639996560698517,0.5715640436986194,0,57.788459080340765,64.39485940896236,1.1143204098838664,1,1,"c(2681208.10385117, 1249297.89943767)",3,1,1,2681208.1038511693,1249297.8994376746
405.3,2024-05-20T13:24:24Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,7.044998509825851,1,7.044998509825851,25.361994635373065,0.5715640436986194,23.22486548936781,19.250484292960458,25.361994635373065,0.057734402699797016,-0.01163723737357792,0.5715640436986194,0.10000000000002274,58.03774216396895,64.7271806300736,1.115260143084229,1,1,"c(2681201.88717444, 1249299.7045095)",3,1,1,2681201.8871744447,1249299.7045094983
405.3,2024-05-20T13:24:25Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.154103760729128,1,6.154103760729128,22.15477353862486,-0.8908947490967236,23.240124522869646,18.821983690964277,25.361994635373065,0.004238620417176345,-0.026059055925160394,0.5715640436986194,0.10000000000002274,57.94740214457504,64.40755623058887,1.1114830664866764,1,1,"c(2681194.99559772, 1249301.16675922)",3,1,1,2681194.99559772,1249301.1667592213
405.3,2024-05-20T13:24:26Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.125272051935358,1,6.125272051935358,22.05097938696729,-0.028831708793769728,23.144192192348537,18.431213851623937,25.361994635373065,-0.026647869589196817,-0.01557828852076142,0.5715640436986194,0.10000000000002274,57.49023002252923,63.985721517447764,1.112984266933235,1,1,"c(2681189.2273411, 1249303.31156892)",3,1,1,2681189.227341097,1249303.3115689158
405.3,2024-05-20T13:24:27Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.369307247400376,1,6.369307247400376,22.929506090641354,0.24403519546501773,23.07896609296659,18.04223321710992,25.361994635373065,-0.018118360939430724,-0.015081287180114814,0.5715640436986194,0.10000000000002274,57.68003331525663,64.35054685471366,1.1156468392276855,1,1,"c(2681183.53306245, 1249305.56859094)",3,1,1,2681183.533062451,1249305.5685909393
405.3,2024-05-20T13:24:28Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.4849621410243214,1,6.4849621410243214,23.345863707687556,0.11565489362394565,23.13294766390518,17.65846532096667,25.361994635373065,0.014994880816276212,-0.013633304299347858,0.5715640436986194,0.10000000000002274,57.72379890198212,64.21057228469415,1.1123760650910537,1,1,"c(2681177.39342195, 1249307.26355092)",3,1,1,2681177.39342195,1249307.2635509174
405.3,2024-05-20T13:24:29Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.57000736410595,1,6.57000736410595,23.652026510781422,0.08504522308162876,23.15532196465118,17.35610557379853,25.361994635373065,0.006215083540554758,0.008980070415961567,0.5715640436986194,0.10000000000002274,57.00997425782912,63.70737415994164,1.1174776868311385,1,1,"c(2681171.10431401, 1249308.84527635)",3,1,1,2681171.104314014,1249308.8452763488
405.4,2024-05-20T13:24:30Z,Fahrt am Nachmittag,cycling,/11455763627.gpx,2024,3,6.284310967583643,1,6.284310967583643,22.623519483301116,-0.28569639652230716,22.994626833333783,16.970531237623497,23.652026510781422,-0.04463753647705427,-0.014135093197064331,0.24403519546501773,0.19999999999998863,57.41997473433716,64.10725600779077,1.1164626300236704,1,1,"c(2681164.59785653, 1249309.75687264)",3,1,1,2681164.5978565323,1249309.756872644
